#X,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
MGT048+1.p,2,18,20,48,200,1,2,2,15,7,0,2,1,2,3,0,0.666667,2,2,8,2,1,G,H,S,F,N,2,2,M,M
MGT048-1.p,2,17,19,46,188,1,2,2,14,7,0,2,1,2,3,0,0.666667,2,2,8,2,1,G,H,S,F,N,2,2,M,M
ALG003-1.p,1,4,5,9,69,1,2,1,4,5,5,1,1,1,2,0.5,0.5,2,2,2,4,1,H,U,P,F,G,2,2,S,M
KLE169+1.p,1,18,19,23,164,1,14,1,18,14,12,1,1,1,14,0.928571,0.071429,2,1,5,4,2,H,U,S,M,G,2,1,M,M
LCL475+1.p,1,71,72,135,566,1,11,1,68,7,0,11,1,14,14,0,1,2,1,9,5,3,G,U,S,F,G,2,1,M,M
NUM424+3.p,5,36,41,103,361,3,9,5,31,26,2,9,3,9,9,0,1,2,1,7,3,1,G,H,S,F,N,2,1,M,M
REL043+1.p,1,13,14,14,132,1,13,1,13,14,14,1,1,1,13,0.923077,0.076923,2,1,6,5,2,U,U,P,M,G,2,1,M,M
REL043-1.p,1,13,14,14,132,1,13,1,13,14,14,1,1,1,13,0.923077,0.076923,2,1,6,5,2,U,U,P,M,G,2,1,M,M
REL044+1.p,1,13,14,14,132,1,13,1,13,14,14,1,1,1,13,0.923077,0.076923,2,1,6,5,2,U,U,P,M,G,2,1,M,M
REL044-1.p,1,13,14,14,132,1,13,1,13,14,14,1,1,1,13,0.923077,0.076923,2,1,6,5,2,U,U,P,M,G,2,1,M,M
SWC111+1.p,15,186,201,728,2118,2,18,15,114,92,3,18,3,19,19,0,1,2,1,57,5,1,G,H,S,F,N,2,1,L,M
SWC125+1.p,15,184,199,721,2097,2,19,15,113,88,3,19,3,19,19,0,1,2,1,57,5,1,G,H,S,F,N,2,1,L,M
SWV687-1.p,48,1354,1402,4411,33885,17,214,48,1075,514,89,148,2,148,231,0.308411,0.640693,6,2,59,17,2,G,H,S,M,N,3,2,L,D
SWV695-1.p,42,1173,1215,3807,30305,16,205,42,959,429,91,138,2,138,216,0.326829,0.638889,5,2,49,16,2,G,H,S,M,N,3,2,L,D
ALG037+1.p,172,1070,1242,16568,138240,124,68,172,836,1242,290,68,172,174,174,0,1,2,1,16,3,2,G,H,S,F,G,2,1,M,M
GEO117+1.p,4,82,86,263,1051,0,4,4,51,29,0,1,0,1,10,0.75,0.1,5,2,56,3,1,G,H,S,S,N,3,2,L,M
GEO117-1.p,4,82,86,263,1051,0,4,4,51,29,0,1,0,1,10,0.75,0.1,5,2,56,3,1,G,H,S,S,N,3,2,L,M
GEO118+1.p,4,83,87,264,1055,0,5,4,52,29,0,2,0,2,11,0.6,0.181818,5,2,56,3,1,G,H,S,S,N,3,2,L,M
GEO118-1.p,4,83,87,264,1055,0,5,4,52,29,0,2,0,2,11,0.6,0.181818,5,2,56,3,1,G,H,S,S,N,3,2,L,M
GEO127+1.p,6,82,88,269,1072,0,3,6,50,29,0,0,0,1,10,1,0.1,5,2,56,3,1,G,H,S,S,N,3,2,L,M
GEO127-1.p,6,84,90,275,1096,0,3,6,50,29,0,0,0,1,10,1,0.1,5,2,56,3,1,G,H,S,S,N,3,2,L,M
LCL525+1.p,1,145,146,271,1051,1,29,1,136,13,0,29,1,38,38,0,1,2,1,15,5,3,G,U,S,F,G,2,1,M,M
LCL538+1.p,1,146,147,272,1052,1,30,1,137,13,0,30,1,39,39,0,1,2,1,15,5,3,G,U,S,F,G,2,1,M,M
LCL636+1.005.p,1,181,182,720,1606,1,1,1,106,0,0,1,1,1,1,0,1,1,1,20,2,1,G,U,N,F,G,1,1,M,M
NUM154-1.p,3,137,140,304,3088,0,28,3,125,51,12,16,0,16,32,0.428571,0.5,3,1,40,25,2,G,H,S,M,N,3,1,L,D
NUM487+1.p,3,73,76,315,968,1,9,3,46,57,2,9,1,9,9,0,1,2,1,14,3,1,G,H,S,F,N,2,1,M,M
NUM505+1.p,12,79,91,330,1015,10,15,12,52,63,8,15,10,15,15,0,1,2,1,14,3,1,G,H,S,F,N,2,1,M,M
NUM563+3.p,9,4138,4147,51062,235486,0,16,9,220,3770,3,16,0,16,16,0,1,4,2,100,4,1,G,H,S,F,N,3,2,L,M
NUM578+3.p,15,4183,4198,51233,236457,3,25,15,256,3780,9,25,3,26,26,0,1,4,2,99,4,1,G,H,S,F,N,3,2,L,M
PRO016+4.p,14,81,95,303,1056,8,8,14,49,12,6,8,8,8,8,0,1,3,2,36,2,1,G,H,S,F,N,3,2,L,M
RNG120+1.p,8,108,116,402,1387,6,20,8,82,61,8,20,8,21,21,0,1,4,2,60,4,1,G,H,S,F,G,3,2,L,M
SET096-7.p,10,117,127,268,2445,4,24,10,96,53,10,10,2,10,37,0.583333,0.27027,3,1,26,25,1,G,H,S,M,N,3,1,L,D
SWC008+1.p,15,183,198,723,2106,2,18,15,112,89,3,18,2,18,18,0,1,2,1,57,5,1,G,H,S,F,N,2,1,L,M
SWC020-1.p,15,182,197,624,1888,2,58,15,145,88,4,16,3,20,62,0.724138,0.322581,2,1,54,5,1,G,H,S,M,N,2,1,L,M
SWC023-1.p,14,187,201,631,1907,2,59,14,146,91,3,17,2,25,67,0.711864,0.373134,2,1,54,5,1,G,H,S,M,N,2,1,L,M
SWC086-1.p,14,183,197,623,1885,2,59,14,146,87,3,17,2,21,63,0.711864,0.333333,2,1,54,5,1,G,H,S,M,N,2,1,L,M
SWV381+1.p,10,79,89,183,887,7,17,10,63,34,11,1,3,1,23,0.941176,0.043478,3,1,42,5,1,G,H,S,M,N,3,1,L,M
GEO067-3.p,9,86,95,263,1284,8,16,9,65,37,10,0,8,0,17,1,0,6,5,25,3,1,G,H,S,M,N,3,3,L,M
HAL003+3.p,1,58,59,166,796,1,17,1,49,26,0,17,1,17,17,0,1,6,2,45,4,1,G,U,S,F,G,3,2,L,M
LCL755-1.p,42,712,754,1862,11493,22,125,42,623,357,125,42,2,42,142,0.664,0.295775,3,2,29,6,1,G,H,S,M,N,3,2,L,D
LCL756-1.p,42,712,754,1862,11492,22,125,42,623,357,125,42,2,42,142,0.664,0.295775,3,2,29,5,1,G,H,S,M,N,3,2,L,M
NUM578+1.p,11,157,168,675,2376,3,21,11,117,101,9,21,3,22,22,0,1,4,2,72,4,1,G,H,S,F,N,3,2,L,M
NUM847+2.p,2,17,19,22,201,2,14,2,16,17,17,6,1,6,15,0.571429,0.4,2,1,5,4,2,G,U,S,M,N,2,1,M,M
RNG108+4.p,18,143,161,631,2172,1,18,18,118,96,5,18,3,18,18,0,1,4,2,65,4,1,G,H,S,F,N,3,2,L,M
RNG123+1.p,8,111,119,405,1401,6,23,8,85,62,9,23,8,24,24,0,1,4,2,60,4,1,G,H,S,F,G,3,2,L,M
SET025-7.p,9,121,130,279,2559,3,24,9,96,56,10,9,1,9,39,0.625,0.230769,3,1,26,25,1,G,H,S,M,N,3,1,L,D
SET101-6.p,3,74,77,167,1944,1,14,3,66,22,5,7,1,7,17,0.5,0.411765,3,1,24,25,2,G,H,S,M,N,3,1,L,D
SET101-7.p,9,122,131,280,2572,3,25,9,97,56,10,9,1,9,40,0.64,0.225,3,1,26,25,2,G,H,S,M,N,3,1,L,D
SET102-6.p,3,74,77,167,1946,1,14,3,66,22,5,7,1,7,17,0.5,0.411765,3,1,24,25,2,G,H,S,M,N,3,1,L,D
SET102-7.p,9,122,131,280,2574,3,25,9,97,56,10,9,1,9,40,0.64,0.225,3,1,26,25,2,G,H,S,M,N,3,1,L,D
SEU112+1.p,10,58,68,105,316,7,32,10,52,5,3,7,4,7,37,0.78125,0.189189,2,1,10,3,1,G,H,S,M,N,2,1,M,M
SWC047-1.p,14,182,196,625,1890,2,59,14,148,88,4,17,2,18,60,0.711864,0.3,2,1,54,5,1,G,H,S,M,N,2,1,L,M
SWC333-1.p,14,185,199,632,1903,2,60,14,152,83,3,18,2,18,60,0.7,0.3,2,1,54,5,1,G,H,S,M,N,2,1,L,M
SWV005-1.p,6,13,19,33,121,4,7,6,11,5,4,3,3,3,8,0.571429,0.375,1,1,3,3,1,G,H,S,M,N,1,1,S,M
ALG071+1.p,1,12,13,30,113,0,1,1,12,7,0,1,0,1,1,0,1,2,1,7,4,1,H,H,S,F,N,2,1,M,M
ALG367-1.p,17,948,965,2708,14010,1,133,17,836,376,4,130,1,130,133,0.022556,0.977444,3,2,57,5,1,G,H,S,S,N,3,2,L,M
ANA003-2.p,2,15,17,37,174,1,3,2,15,0,0,1,0,1,3,0.666667,0.333333,2,1,12,6,1,H,H,N,S,N,2,1,M,D
GEO187+2.p,5,14,19,44,148,5,2,5,7,0,0,2,2,3,3,0,1,2,2,4,2,1,G,U,N,F,N,2,2,S,M
GRP276-1.p,1,33,34,74,345,0,3,1,3,34,34,0,0,30,33,1,0.909091,2,1,3,3,1,G,H,P,S,N,2,1,S,M
KLE034+2.p,1,29,30,49,238,1,16,1,28,22,11,5,1,5,17,0.6875,0.294118,2,1,6,4,1,G,U,S,M,G,2,1,M,M
KLE132+1.p,1,23,24,27,323,1,20,1,23,24,22,1,1,1,20,0.95,0.05,2,1,8,16,3,H,U,S,M,G,2,1,M,D
LAT236-1.p,1,13,14,16,120,1,12,1,13,14,14,1,1,1,12,0.916667,0.083333,2,1,5,6,2,H,U,P,M,G,2,1,M,D
LAT379+1.p,11,172,183,470,1373,7,36,11,148,6,1,30,7,30,41,0.166667,0.731707,3,1,30,3,1,G,H,S,M,N,3,1,L,M
LCL794-1.p,40,394,434,838,6223,30,122,40,359,283,156,37,2,37,133,0.696721,0.278195,5,2,104,6,1,G,H,S,M,N,3,2,L,D
SCT023-1.p,24,577,601,1270,11218,13,159,24,518,235,118,11,1,11,176,0.930818,0.0625,5,2,151,6,1,G,H,S,M,N,3,2,L,D
SET119-7.p,10,142,152,323,3042,4,27,10,106,73,15,9,2,9,52,0.666667,0.173077,3,1,28,25,2,G,H,S,M,N,3,1,L,D
SET120-7.p,10,142,152,323,3042,4,27,10,106,73,15,9,2,9,52,0.666667,0.173077,3,1,28,25,2,G,H,S,M,N,3,1,L,D
SET847-1.p,42,1321,1363,2572,8698,35,182,42,1293,135,91,123,7,123,190,0.324176,0.647368,6,3,328,5,1,G,H,S,M,N,3,3,L,M
SWV461+1.p,44,86,130,302,1338,31,28,44,68,88,52,15,11,17,33,0.464286,0.515152,5,1,32,4,1,G,H,S,M,N,3,1,L,M
SET834-1.p,42,1320,1362,2566,8599,36,185,42,1292,132,91,126,9,126,193,0.318919,0.65285,6,3,319,4,1,G,H,S,M,N,3,3,L,M
SWC022+1.p,14,186,200,738,2151,2,17,14,114,90,3,17,2,17,17,0,1,2,1,57,5,1,G,H,S,F,N,2,1,L,M
SWC079+1.p,14,186,200,738,2151,2,17,14,114,90,3,17,2,17,17,0,1,2,1,57,5,1,G,H,S,F,N,2,1,L,M
SWC354+1.p,14,186,200,732,2135,2,17,14,114,90,3,17,3,17,17,0,1,2,1,57,5,1,G,H,S,F,N,2,1,L,M
SWC382+1.p,14,186,200,734,2139,2,17,14,114,90,3,17,3,17,17,0,1,2,1,57,5,1,G,H,S,F,N,2,1,L,M
SWV242-1.p,48,1343,1391,2620,8887,41,186,48,1314,148,107,125,10,125,194,0.327957,0.64433,6,2,332,4,1,G,H,S,M,N,3,2,L,M
CAT006-1.p,1,20,21,48,169,1,8,1,20,2,1,2,1,2,8,0.75,0.25,2,1,4,2,1,H,U,S,M,G,2,1,S,M
CAT011-1.p,1,18,19,46,166,1,6,1,18,2,1,0,1,0,6,1,0,2,1,4,3,1,H,U,S,M,G,2,1,S,M
CAT014-1.p,1,18,19,46,166,1,6,1,18,2,1,0,1,0,6,1,0,2,1,4,3,1,H,U,S,M,G,2,1,S,M
COM003+2.p,2,41,43,109,380,0,1,2,35,0,0,1,0,1,6,0,0.166667,1,1,6,2,1,G,H,N,F,N,1,1,M,M
CSR083+2.p,746,40695,41441,69794,231859,1,32644,746,40177,1314,22,32623,1,32623,32672,0.000643,0.9985,9,1,2516,5,1,G,H,S,M,N,3,1,L,M
CSR085+2.p,746,40698,41444,69797,231868,2,32646,746,40180,1313,22,32625,2,32625,32674,0.000643,0.9985,9,1,2516,5,1,G,H,S,M,N,3,1,L,M
CSR099+4.p,423,7926,8349,21511,76298,1,4493,423,7600,897,17,4472,1,4472,4521,0.004674,0.989162,9,1,1184,5,1,G,H,S,M,N,3,1,L,M
CSR099+5.p,746,19465,20211,48562,168163,2,11414,746,18947,1314,23,11393,2,11393,11442,0.00184,0.995718,9,1,2516,5,1,G,H,S,M,N,3,1,L,M
HEN009-6.p,2,15,17,23,113,2,10,2,15,11,8,3,2,3,10,0.7,0.3,2,2,2,4,1,H,U,S,M,G,2,2,S,M
NUM558+1.p,12,110,122,450,1477,5,18,12,80,69,5,18,5,18,18,0,1,3,1,33,4,1,G,H,S,F,N,3,1,L,M
NUM605+1.p,9,186,195,728,2645,2,34,9,147,110,12,34,2,34,34,0,1,4,1,76,5,1,G,H,S,F,N,3,1,L,M
NUM609+1.p,11,193,204,737,2676,4,41,11,154,112,14,41,4,41,41,0,1,4,1,76,5,1,G,H,S,F,N,3,1,L,M
NUM611+1.p,11,195,206,739,2683,4,43,11,156,113,15,43,4,43,43,0,1,4,1,76,5,1,G,H,S,F,N,3,1,L,M
PUZ028-6.p,2,39,41,51,145,0,36,2,38,0,0,36,0,36,36,0,1,0,0,0,1,1,G,H,N,F,N,0,0,S,M
BOO006-1.p,1,22,23,61,250,1,10,1,22,2,0,0,1,0,10,1,0,2,1,5,2,1,H,U,S,M,G,2,1,M,M
GEO277+1.p,42,240,282,3194,10345,4,30,42,146,257,12,30,4,30,30,0,1,18,4,224,3,1,G,H,S,F,N,3,3,L,M
GEO294+1.p,46,273,319,3285,10736,7,56,46,172,283,31,56,7,58,58,0,1,18,4,236,3,1,G,H,S,F,N,3,3,L,M
GRP628+1.p,11,126,137,414,1199,7,46,11,80,10,2,34,7,34,46,0.26087,0.73913,3,1,33,3,1,G,H,S,M,N,3,1,L,M
HEN010-4.p,1,16,17,26,132,1,9,1,16,9,6,1,1,1,9,0.888889,0.111111,2,2,2,4,1,H,U,S,M,G,2,2,S,M
HEN010-6.p,1,15,16,23,123,1,9,1,15,9,6,1,1,1,9,0.888889,0.111111,2,2,2,4,1,H,U,S,M,G,2,2,S,M
KRS234+1.p,22,87,109,263,1057,6,8,22,62,0,0,7,6,7,18,0.125,0.388889,2,1,104,2,1,G,H,N,F,N,2,1,L,M
KRS267+1.p,22,87,109,263,1057,6,8,22,62,0,0,7,6,7,18,0.125,0.388889,2,1,104,2,1,G,H,N,F,N,2,1,L,M
LAT291+1.p,12,189,201,548,1448,9,51,12,133,15,3,35,8,35,56,0.313725,0.625,4,1,37,5,1,G,H,S,M,N,3,1,L,M
RNG026-6.p,1,13,14,14,186,1,13,1,13,14,14,0,1,0,13,1,0,2,1,5,10,2,U,U,P,M,G,2,1,M,D
SET019-3.p,5,136,141,366,1717,2,6,5,116,44,1,5,1,5,19,0.166667,0.263158,5,1,87,6,1,G,H,S,F,N,3,1,L,D
SET019-4.p,5,133,138,352,1655,2,6,5,113,41,1,5,1,5,19,0.166667,0.263158,5,1,87,6,1,G,H,S,F,N,3,1,L,D
SET668+3.p,3,61,64,232,823,0,6,3,47,11,0,5,1,5,6,0.166667,0.833333,3,1,36,3,1,G,H,S,F,N,3,1,L,M
SET669+3.p,3,61,64,232,823,0,6,3,47,11,0,5,1,5,6,0.166667,0.833333,3,1,36,3,1,G,H,S,F,N,3,1,L,M
SEU026+1.p,7,58,65,129,350,3,27,7,56,7,1,23,3,23,28,0.148148,0.821429,2,1,9,4,1,G,H,S,M,N,2,1,M,M
SEU039+1.p,7,72,79,185,611,4,31,7,65,22,3,24,3,24,34,0.225806,0.705882,3,1,25,3,1,G,H,S,M,N,3,1,L,M
SEU180+2.p,21,217,238,601,2740,7,30,21,165,133,21,7,2,7,53,0.766667,0.132075,4,2,112,4,1,G,H,S,M,N,3,2,L,M
SEU225+1.p,8,55,63,140,440,6,28,8,51,15,5,23,3,23,28,0.178571,0.821429,3,1,14,3,1,G,H,S,M,N,3,1,M,M
SEU293+1.p,8,79,87,170,576,4,43,8,68,16,1,30,4,32,46,0.302326,0.695652,3,1,25,3,1,G,H,S,M,N,3,1,L,M
SEU325+1.p,7,85,92,209,597,4,21,7,80,13,1,17,3,17,24,0.190476,0.708333,3,1,17,4,1,G,H,S,M,N,3,1,M,M
SEU369+1.p,29,347,376,931,2526,22,184,29,245,13,1,116,14,117,186,0.369565,0.629032,3,1,31,4,1,G,H,S,M,N,3,1,L,M
SWC013-1.p,14,183,197,641,1944,2,59,14,149,87,3,17,2,17,59,0.711864,0.288136,2,1,54,5,1,G,H,S,M,N,2,1,L,M
SWC327+1.p,14,195,209,771,2279,2,19,14,119,101,5,19,2,19,19,0,1,2,1,60,5,1,G,H,S,F,N,2,1,L,M
SWV553-1.004.p,1,3,4,5,185,1,2,1,2,4,4,1,1,1,3,0.5,0.333333,3,2,7,9,3,G,U,P,F,G,3,2,M,D
RNG097+1.p,2,65,67,229,828,2,11,2,52,41,4,11,2,11,11,0,1,4,2,36,4,1,G,U,S,F,G,3,2,L,M
KLE100+1.p,1,20,21,23,192,1,18,1,20,21,19,1,1,1,18,0.944444,0.055556,2,1,6,9,2,H,U,S,M,G,2,1,M,D
LCL285-3.p,1,7,8,11,91,1,5,1,7,0,0,0,1,0,5,1,0,2,1,3,10,3,H,U,N,M,G,2,1,S,D
LCL490+1.p,1,73,74,137,568,1,13,1,70,7,0,13,1,16,16,0,1,2,1,9,5,3,G,U,S,F,G,2,1,M,M
NUM575+3.p,12,4170,4182,51187,236211,3,25,12,245,3776,9,25,3,25,25,0,1,4,2,97,4,1,G,H,S,F,N,3,2,L,M
NUM857+1.p,10,59,69,133,600,4,16,10,54,36,25,2,1,2,19,0.875,0.105263,2,1,13,3,1,G,H,S,M,N,2,1,M,M
NUM857+2.p,10,59,69,133,600,4,16,10,54,36,25,2,1,2,19,0.875,0.105263,2,1,13,3,1,G,H,S,M,N,2,1,M,M
NUM924+5.p,8,201,209,449,2636,2,58,8,192,95,36,36,2,36,61,0.37931,0.590164,3,1,18,8,1,G,H,S,M,N,3,1,M,D
SEU275+2.p,29,740,769,2568,11161,11,85,29,545,374,33,48,4,48,113,0.435294,0.424779,5,2,357,5,1,G,H,S,M,N,3,2,L,M
SWV541-1.010.p,1,3,4,5,590527,1,2,1,2,4,4,0,1,0,3,1,0,3,2,5,31,8,G,U,P,S,G,3,2,M,D
SWV611-1.p,27,850,877,2750,14385,12,200,27,682,289,41,173,6,173,204,0.135,0.848039,3,1,31,7,1,G,H,S,M,N,3,1,L,D
SWV620-1.p,27,850,877,2750,14385,12,200,27,682,289,41,173,6,173,204,0.135,0.848039,3,1,31,7,1,G,H,S,M,N,3,1,L,D
SWV884-1.p,53,1067,1120,2736,17692,26,200,53,924,490,163,65,3,65,229,0.675,0.283843,5,2,105,7,1,G,H,S,M,N,3,2,L,D
SWW209+1.p,65,1536,1601,3962,27306,24,322,65,1311,753,220,187,3,187,371,0.419255,0.504043,5,2,155,8,2,G,H,S,M,N,3,2,L,D
LCL192-3.p,1,7,8,11,77,1,5,1,7,0,0,0,1,0,5,1,0,2,1,3,5,3,H,U,N,M,G,2,1,S,M
LCL214-3.p,1,7,8,11,77,1,5,1,7,0,0,0,1,0,5,1,0,2,1,3,6,3,H,U,N,M,G,2,1,S,D
LCL260-3.p,1,7,8,11,77,1,5,1,7,0,0,0,1,0,5,1,0,2,1,3,6,3,H,U,N,M,G,2,1,S,D
ALG061+1.p,115,250,365,1329,8437,110,14,115,39,365,365,14,115,100,100,0,1,2,2,2,4,1,G,H,P,F,G,2,2,S,M
ALG377-1.p,39,520,559,1435,7286,18,101,39,437,230,58,67,3,67,109,0.336634,0.614679,3,1,27,7,1,G,H,S,M,N,3,1,L,D
CSR063+3.p,74,7932,8006,13035,37600,32,3250,74,7932,0,0,2786,1,2786,3250,0.142769,0.857231,4,1,187,6,1,H,H,N,M,N,3,1,L,D
FLD067-2.p,2,31,33,79,266,2,7,2,28,0,0,7,2,7,7,0,1,2,1,6,3,1,G,U,N,F,G,2,1,M,M
KLE024+1.p,1,25,26,41,204,1,14,1,24,22,13,3,1,3,15,0.785714,0.2,2,1,6,4,1,G,U,S,M,G,2,1,M,M
KLE040+2.p,1,17,18,23,161,0,13,1,17,13,11,0,1,0,13,1,0,2,1,5,4,2,H,H,S,M,G,2,1,M,M
LCL213-3.p,1,7,8,11,79,1,5,1,7,0,0,0,1,0,5,1,0,2,1,3,7,3,H,U,N,M,G,2,1,S,D
LCL215-3.p,1,7,8,11,77,1,5,1,7,0,0,0,1,0,5,1,0,2,1,3,5,3,H,U,N,M,G,2,1,S,M
LCL216-3.p,1,7,8,11,77,1,5,1,7,0,0,0,1,0,5,1,0,2,1,3,6,3,H,U,N,M,G,2,1,S,D
LCL217-3.p,1,7,8,11,80,1,5,1,7,0,0,0,1,0,5,1,0,2,1,3,6,3,H,U,N,M,G,2,1,S,D
LCL800-1.p,35,354,389,858,5149,23,89,35,300,220,101,34,2,34,100,0.617978,0.34,3,2,34,5,1,G,H,S,M,N,3,2,L,M
LCL803-1.p,37,761,798,1657,26162,19,256,37,684,489,257,52,1,52,279,0.796875,0.18638,5,2,185,28,2,G,H,S,M,N,3,2,L,D
LCL823-1.p,38,760,798,1663,26402,20,253,38,681,491,257,49,2,49,276,0.806324,0.177536,5,2,191,28,2,G,H,S,M,N,3,2,L,D
LCL855-1.p,33,350,383,850,5098,21,87,33,296,214,95,32,2,32,98,0.632184,0.326531,3,1,31,5,1,G,H,S,M,N,3,1,L,M
NUM467+2.p,3,61,64,243,763,2,11,3,45,46,3,11,2,11,11,0,1,2,2,12,3,1,G,H,S,F,N,2,2,M,M
NUM468+2.p,3,65,68,246,787,3,15,3,49,49,7,15,3,15,15,0,1,2,2,12,4,1,G,U,S,F,G,2,2,M,M
NUM474+2.p,3,74,77,260,836,3,23,3,58,54,12,23,3,23,23,0,1,2,2,12,3,1,G,U,S,F,G,2,2,M,M
NUM631+3.p,26,4903,4929,56064,259189,4,69,26,542,4301,23,69,4,69,69,0,1,4,2,124,5,1,G,H,S,F,N,3,2,L,M
NUM924+1.p,9,128,137,244,1273,4,41,9,118,63,42,20,2,20,49,0.512195,0.408163,2,1,15,7,1,G,H,S,M,N,2,1,M,D
NUM924+7.p,64,1587,1651,4027,52164,26,386,64,1367,795,259,214,12,214,434,0.445596,0.493088,5,2,150,15,3,G,H,S,M,N,3,2,L,D
RNG103+1.p,2,95,97,377,1298,2,10,2,70,55,4,10,2,10,10,0,1,4,2,60,4,1,G,U,S,F,G,3,2,L,M
RNG103+2.p,2,99,101,381,1312,2,14,2,74,57,6,14,2,14,14,0,1,4,2,60,4,1,G,U,S,F,G,3,2,L,M
SEU217+2.p,22,360,382,1110,5309,9,46,22,289,210,26,18,3,18,69,0.608696,0.26087,5,2,198,5,1,G,H,S,M,N,3,2,L,M
SEU321+2.p,38,1994,2032,9029,42901,18,147,38,922,1147,37,83,9,89,208,0.435374,0.427885,7,2,803,5,1,G,H,S,M,N,3,2,L,M
SWW208+1.p,68,1596,1664,3966,31060,23,411,68,1365,726,236,245,5,245,456,0.403893,0.537281,5,2,222,10,2,G,H,S,M,N,3,2,L,D
SYN714-1.p,2,103,105,275,1095,2,29,2,90,0,0,10,2,10,29,0.655172,0.344828,3,1,40,3,1,G,U,N,M,G,3,1,L,M
ALG214+1.p,12,99,111,515,1437,7,37,12,65,13,0,30,6,30,41,0.189189,0.731707,4,2,54,3,1,G,H,S,M,N,3,2,L,M
FLD009-3.p,3,27,30,81,276,3,4,3,24,0,0,4,2,4,4,0,1,2,1,6,2,1,G,U,N,F,N,2,1,M,M
KLE025+1.p,1,25,26,41,199,1,14,1,24,22,13,3,1,3,15,0.785714,0.2,2,1,6,3,1,G,U,S,M,G,2,1,M,M
KLE140+1.p,1,20,21,26,180,1,15,1,20,16,14,1,1,1,15,0.933333,0.066667,2,1,6,4,2,H,U,S,M,G,2,1,M,M
LAT310+1.p,11,55,66,192,530,7,16,11,34,7,0,12,7,12,17,0.25,0.705882,3,1,14,3,1,G,H,S,M,N,3,1,M,M
LAT356+1.p,16,363,379,2034,5540,7,48,16,205,9,2,41,6,41,54,0.145833,0.759259,4,1,42,3,1,G,H,S,M,N,3,1,L,M
RNG040-1.p,1,26,27,63,256,1,12,1,24,4,0,4,1,4,14,0.666667,0.285714,2,1,6,2,1,G,U,S,M,G,2,1,M,M
RNG040-2.p,1,24,25,53,216,1,12,1,22,4,0,4,1,4,14,0.666667,0.285714,2,1,6,2,1,G,U,S,M,G,2,1,M,M
SET014-2.p,3,21,24,48,164,2,4,3,18,0,0,2,1,2,6,0.5,0.333333,2,1,7,2,1,G,H,N,S,N,2,1,M,M
SET022-3.p,5,138,143,374,1750,2,5,5,118,46,0,4,1,4,18,0.2,0.222222,5,1,87,6,1,G,H,S,F,N,3,1,L,D
SET023-3.p,5,139,144,376,1755,2,5,5,119,46,0,4,1,4,18,0.2,0.222222,5,1,87,6,1,G,H,S,F,N,3,1,L,D
SEU030+1.p,7,66,73,145,391,4,34,7,64,10,3,27,3,27,35,0.205882,0.771429,2,1,10,3,1,G,H,S,M,N,2,1,M,M
SEU046+1.p,7,61,68,177,601,3,26,7,53,12,0,22,3,22,28,0.153846,0.785714,3,1,18,3,1,G,H,S,M,N,3,1,M,M
SEU125+2.p,7,43,50,107,417,2,12,7,34,27,5,4,2,4,20,0.666667,0.2,3,2,17,2,1,G,H,S,M,N,3,2,M,M
SEU193+1.p,10,33,43,97,418,7,13,10,28,9,1,8,3,8,14,0.384615,0.571429,3,1,19,4,1,G,H,S,M,N,3,1,M,M
SEU199+1.p,10,33,43,97,418,7,13,10,28,9,1,8,3,8,14,0.384615,0.571429,3,1,19,4,1,G,H,S,M,N,3,1,M,M
SEU221+3.p,7,75,82,275,869,4,27,7,62,21,0,23,3,23,28,0.148148,0.821429,2,1,21,4,1,G,H,S,M,N,2,1,M,M
SEU317+1.p,6,77,83,198,564,3,19,6,71,2,0,15,2,15,21,0.210526,0.714286,3,1,12,3,1,G,H,S,M,N,3,1,M,M
SWC181-1.p,16,183,199,631,1918,3,62,16,150,87,5,20,3,20,62,0.677419,0.322581,2,1,54,5,1,G,H,S,M,N,2,1,L,M
COM003+3.p,2,48,50,297,1001,0,1,2,17,0,0,1,0,1,1,0,1,1,1,9,2,1,G,H,N,F,N,1,1,M,M
KRS254+1.p,22,87,109,263,1057,6,8,22,62,0,0,7,6,7,18,0.125,0.388889,2,1,104,2,1,G,H,N,F,N,2,1,L,M
KRS255+1.p,22,87,109,263,1057,6,8,22,62,0,0,7,6,7,18,0.125,0.388889,2,1,104,2,1,G,H,N,F,N,2,1,L,M
KRS256+1.p,22,87,109,263,1057,6,8,22,62,0,0,7,6,7,18,0.125,0.388889,2,1,104,2,1,G,H,N,F,N,2,1,L,M
KRS257+1.p,22,87,109,263,1057,6,8,22,62,0,0,7,6,7,18,0.125,0.388889,2,1,104,2,1,G,H,N,F,N,2,1,L,M
KRS265+1.p,22,87,109,263,1057,6,8,22,62,0,0,7,6,7,18,0.125,0.388889,2,1,104,2,1,G,H,N,F,N,2,1,L,M
NUM489+1.p,5,73,78,316,973,3,10,5,46,58,4,10,3,10,10,0,1,2,1,14,3,1,G,H,S,F,N,2,1,M,M
RNG002-1.p,1,19,20,53,215,1,8,1,19,3,1,2,1,2,8,0.75,0.25,2,1,5,2,1,H,U,S,M,G,2,1,M,M
